                     TT10M      WS10M    WD10M     SA10M   PRESSURE RAD-SOLAR RAD-TOTAL   RAD-NET  2-10M DT  Pasquill USTAR-Dry USTAR-Moist OBK-Dry Obk_Moist   ZI-OBS    ZI-DRY   ZI-MOIST  STACK-TT  STACK-VS    Q-SF6     Q-SO2  SF6PPB CONV SO2PPT CONV
  YY MM DD JDAYHR      (K)      (M/S)    (DEG)     (DEG)      (MB)    (W/M^2)   (W/M^2)   (W/M^2)    (C)     Category    (M/S)     (M/S)      (M)       (M)       (M)       (M)       (M)       (K)       (M/S)     (G/S)     (G/S)   (ug/PPB)    (ug/PPT)
  80  8  4 217  8    296.10      3.63    157.30     11.50    987.40   -999.99   -999.99    255.30   -0.4886       3.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    295.00     11.80   -999.99   5563.20  5.8554E-03  2.5668E+00
  80  8  4 217  9    298.00      4.90    176.00      8.16    987.70   -999.99   -999.99    380.90   -0.7815       3.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    398.00     20.00   -999.99   6888.70  5.8199E-03  2.5512E+00
  80  8  4 217 10    300.30      4.06    180.50      8.08    987.80   -999.99   -999.99    490.70   -0.9411       3.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    403.00     23.50   -999.99   7801.30  5.7759E-03  2.5319E+00
  80  8  4 217 11    302.30      4.12    172.40      9.76    987.80   -999.99   -999.99    561.90   -0.8058       2.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    406.00     22.20   -999.99   7074.80  5.7377E-03  2.5151E+00
  80  8  4 217 12    303.80      4.30    180.30      9.13    987.10   -999.99   -999.99    597.00   -0.9297       2.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    409.00     24.00   -999.99   7540.50  5.7053E-03  2.5010E+00
  80  8  4 217 13    304.90      4.46    185.90     10.22    987.00   -999.99   -999.99    605.10   -0.9153       2.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    410.00     24.00   -999.99   7517.30  5.6841E-03  2.4917E+00
  80  8  4 217 14    305.80      4.88    186.20      6.43    986.50   -999.99   -999.99    559.60   -0.7199       3.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    412.00     24.10   -999.99   7744.70  5.6645E-03  2.4831E+00
  80  8  4 217 15    306.30      5.17    180.80      5.93    985.50   -999.99   -999.99    497.40   -0.4759       3.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    412.00     26.00   -999.99   8205.70  5.6496E-03  2.4765E+00
  80  8  4 217 16    303.70      4.73    196.80     16.62    984.80   -999.99   -999.99     67.30    0.1685       4.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    411.00     25.80   -999.99   8137.60  5.6939E-03  2.4959E+00
  80  8  4 217 17    299.30      4.43    156.90     33.34    984.70   -999.99   -999.99     28.10    0.0538       3.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    409.00     25.20   -999.99   8100.00  5.7770E-03  2.5324E+00
  80  8  4 217 18    299.70      3.75    170.40     11.75    984.40   -999.99   -999.99     43.80    0.1174       4.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    417.00     26.00   -999.99   8350.90  5.7675E-03  2.5282E+00
  80  8  4 217 19    299.70      4.03    158.70      4.37    985.30   -999.99   -999.99    -11.50    0.1735       4.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    418.00     26.10   -999.99   8314.50  5.7728E-03  2.5305E+00
  80  8  4 217 20    299.80      4.99    171.10     11.86    986.50   -999.99   -999.99    -19.40    0.1684       4.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    419.00     26.00   -999.99   8294.50  5.7779E-03  2.5328E+00
  80  8  4 217 21    295.00      8.15    290.60      9.88    989.50   -999.99   -999.99     -9.10   -0.2160       4.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    413.00     26.60   -999.99   8148.40  5.8898E-03  2.5818E+00
  80  8  4 217 22    294.00      2.81     43.48     44.22    988.80   -999.99   -999.99    -11.30    0.0083       5.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    409.00     23.90   -999.99   7381.70  5.9056E-03  2.5888E+00
  80  8  4 217 23    293.60      3.22    100.20     12.33    988.00   -999.99   -999.99    -13.20    0.0439       5.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    408.00     23.00   -999.99   7107.10  5.9089E-03  2.5902E+00
  80  8  4 217 24    293.50      2.90    153.00      7.24    988.40   -999.99   -999.99    -13.90    0.0423       5.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    406.00     23.30   -999.99   6999.30  5.9133E-03  2.5921E+00
  80  8  5 218  1    294.00      1.51    177.40     35.92    988.70   -999.99   -999.99    -12.70    0.0321       6.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    406.00     21.40   -999.99   6606.60  5.9050E-03  2.5885E+00
  80  8  5 218  2    294.50      4.46    228.00     18.30    989.50   -999.99   -999.99    -15.60    0.3397       5.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    407.00     22.00   -999.99   6761.80  5.8998E-03  2.5862E+00
  80  8  5 218  3    294.90      5.02    238.70      5.09    989.70   -999.99   -999.99    -17.40    0.5597       4.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    407.00     22.70   -999.99   6885.10  5.8930E-03  2.5832E+00
  80  8  5 218  4    294.80      4.95    242.50     10.40    988.90   -999.99   -999.99    -24.00    0.4313       4.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    407.00     22.80   -999.99   6874.00  5.8902E-03  2.5820E+00
  80  8  5 218  5    294.50      3.07    259.80      7.21    989.70   -999.99   -999.99    -29.80    0.2184       5.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    407.00     22.10   -999.99   6738.90  5.9010E-03  2.5867E+00
  80  8  5 218  6    293.90      2.17    208.50     18.77    990.40   -999.99   -999.99     -9.80    0.1363       4.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    409.00     22.60   -999.99   7006.90  5.9172E-03  2.5938E+00
  80  8  5 218  7    294.10      2.88    184.40      7.78    991.10   -999.99   -999.99     23.60    0.0463       4.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    411.00     24.80   -999.99   7703.80  5.9173E-03  2.5939E+00
  80  8  5 218  8    294.70      3.49    191.80     10.83    992.00   -999.99   -999.99     66.90    0.0694       4.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    411.00     24.90   -999.99   7017.50  5.9107E-03  2.5910E+00
  80  8  5 218  9    295.50      3.61    198.00      5.45    992.70   -999.99   -999.99    130.50   -0.1967       3.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    409.00     23.60   -999.99   5975.60  5.8988E-03  2.5858E+00
  80  8  5 218 10    296.30      4.53    199.00      4.64    993.50   -999.99   -999.99    201.50   -0.0604       3.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    406.00     19.70   -999.99   4923.30  5.8876E-03  2.5809E+00
  80  8  5 218 11    297.50      4.77    183.50      6.64    993.60   -999.99   -999.99    435.20   -0.9651       2.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    406.00     18.00   -999.99   4522.80  5.8645E-03  2.5707E+00
  80  8  5 218 12    298.90      4.90    206.90      8.76    993.60   -999.99   -999.99    320.90   -0.1202       3.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    407.00     18.00   -999.99   4504.10  5.8370E-03  2.5587E+00
  80  8  5 218 13    299.20      4.74    234.30      6.72    993.80   -999.99   -999.99    167.60    0.0757       2.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    408.00     18.00   -999.99   4533.60  5.8323E-03  2.5566E+00
  80  8  5 218 14    300.20      4.11    254.90      7.62    993.90   -999.99   -999.99    337.50   -0.2798       3.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    409.00     18.10   -999.99   4549.20  5.8135E-03  2.5484E+00
  80  8  5 218 15    301.00      4.05    268.40     17.42    993.70   -999.99   -999.99    419.00   -0.4671       3.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    413.00     18.80   -999.99   4942.10  5.7969E-03  2.5411E+00
  80  8  5 218 16    301.70      2.96    271.30     20.09    993.50   -999.99   -999.99    355.20   -0.3045       3.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    412.00     21.50   -999.99   5492.00  5.7823E-03  2.5347E+00
  80  8  5 218 17    302.00      2.24    263.40     16.13    993.30   -999.99   -999.99    194.60    0.0852       3.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    412.00     19.00   -999.99   4932.60  5.7753E-03  2.5317E+00
  80  8  5 218 18    301.30      2.64    189.70     22.53    993.30   -999.99   -999.99    111.60   -0.0823       4.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    411.00     19.00   -999.99   4912.40  5.7888E-03  2.5375E+00
  80  8  5 218 19    299.40      2.45    177.20      3.80    993.40   -999.99   -999.99    -19.10    0.3320       4.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    409.00     19.10   -999.99   4951.50  5.8261E-03  2.5539E+00
  80  8  5 218 20    297.00      2.64    163.90      5.77    994.20   -999.99   -999.99    -55.40    0.5445       5.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    412.00     20.20   -999.99   5299.90  5.8779E-03  2.5766E+00
  80  8  5 218 21    295.80      2.32    157.40      5.76    994.80   -999.99   -999.99    -51.60    0.4436       6.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    412.00     22.10   -999.99   5710.90  5.9053E-03  2.5886E+00
  80  8  5 218 22    295.30      2.22    154.20      6.83    995.30   -999.99   -999.99    -47.80    0.4934       6.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    409.00     21.70   -999.99   5422.20  5.9183E-03  2.5943E+00
  80  8  5 218 23    294.80      2.20    149.20      6.88    995.60   -999.99   -999.99    -48.40    0.4355       6.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    406.00     18.90   -999.99   4752.90  5.9301E-03  2.5995E+00
  80  8  5 218 24    294.20      2.27    159.20      7.79    995.90   -999.99   -999.99    -37.40    0.4350       6.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    405.00     18.00   -999.99   4518.60  5.9440E-03  2.6056E+00
  80  8  6 219  1    294.30      2.51    166.40      5.84    995.70   -999.99   -999.99    -29.60    0.2853       5.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    402.00     19.30   -999.99   4063.90  5.9408E-03  2.6042E+00
  80  8  6 219  2    295.20      2.98    187.30     15.04    995.10   -999.99   -999.99    -17.80    0.2068       5.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    398.00     14.10   -999.99   2611.00  5.9191E-03  2.5947E+00
  80  8  6 219  3    295.40      2.27    193.90     32.17    995.80   -999.99   -999.99    -14.40    0.1346       5.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    394.00     13.00   -999.99   2431.90  5.9192E-03  2.5947E+00
  80  8  6 219  4    295.30      1.48    149.00     39.49    995.90   -999.99   -999.99    -16.40    0.1114       6.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    388.00     13.20   -999.99   2431.20  5.9218E-03  2.5959E+00
  80  8  6 219  5    295.10      1.80    123.80     14.11    996.20   -999.99   -999.99    -19.40    0.1479       6.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    390.00     11.70   -999.99   2520.60  5.9276E-03  2.5984E+00
  80  8  6 219  6    295.30      1.32    164.30     56.81    997.20   -999.99   -999.99     -1.70    0.0856       5.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    382.00     11.70   -999.99   2271.20  5.9296E-03  2.5993E+00
  80  8  6 219  7    296.30      1.26    203.30     48.83    998.00   -999.99   -999.99     43.10   -0.0939       4.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    369.00     13.80   -999.99   2330.60  5.9143E-03  2.5926E+00
  80  8  6 219  8    296.90      1.09     18.06     69.86    998.10   -999.99   -999.99    126.70   -0.2932       3.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    366.00     13.90   -999.99   2378.90  5.9029E-03  2.5876E+00
  80  8  6 219  9    298.50      1.64    102.90     17.63    998.10   -999.99   -999.99    276.60   -0.5922       2.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    377.00     13.10   -999.99   2519.70  5.8713E-03  2.5737E+00
  80  8  6 219 10    299.90      2.37    125.60     10.74    998.20   -999.99   -999.99    440.60   -0.7761       2.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    383.00     11.90   -999.99   2399.70  5.8445E-03  2.5620E+00
  80  8  6 219 11    301.20      3.48    146.00     13.37    998.10   -999.99   -999.99    530.30   -0.7334       2.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    401.00     11.00   -999.99   2656.10  5.8187E-03  2.5507E+00
  80  8  6 219 12    302.10      4.25    158.50      8.24    998.20   -999.99   -999.99    429.80   -0.5626       2.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    403.00     12.50   -999.99   2977.80  5.8019E-03  2.5433E+00
  80  8  6 219 13    303.40      4.36    172.40      8.37    998.10   -999.99   -999.99    598.80   -0.7854       2.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    404.00     13.00   -999.99   3083.10  5.7765E-03  2.5322E+00
  80  8  6 219 14    304.00      3.56    185.30     11.08    997.90   -999.99   -999.99    428.00   -0.4875       2.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    397.00     13.60   -999.99   2910.60  5.7639E-03  2.5267E+00
  80  8  6 219 15    304.30      3.55    173.50      6.10    997.10   -999.99   -999.99    410.90   -0.3228       2.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    393.00     14.00   -999.99   2945.40  5.7536E-03  2.5221E+00
  80  8  6 219 16    304.80      3.86    198.90     11.19    996.50   -999.99   -999.99    388.50   -0.2076       3.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    393.00     14.00   -999.99   2976.50  5.7407E-03  2.5165E+00
  80  8  6 219 17    304.70      3.06    199.80      6.02    996.40   -999.99   -999.99    241.00   -0.0357       3.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    392.00     14.10   -999.99   3012.60  5.7420E-03  2.5171E+00
  80  8  6 219 18    304.00      1.86    166.20     18.13    996.40   -999.99   -999.99     83.60    0.1445       4.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    390.00     15.10   -999.99   3183.80  5.7553E-03  2.5229E+00
  80  8  6 219 19    301.00      2.80     96.28     32.98    996.30   -999.99   -999.99    -26.90    0.3065       4.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    389.00     15.30   -999.99   3227.30  5.8120E-03  2.5477E+00
  80  8  6 219 20    298.80      3.41    102.20     11.04    996.30   -999.99   -999.99    -26.30    0.2259       4.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    386.00     15.90   -999.99   3361.20  5.8548E-03  2.5665E+00
  80  8  6 219 21    298.10      2.87    120.80      5.81    996.60   -999.99   -999.99    -23.00    0.1526       5.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    384.00     16.00   -999.99   3380.90  5.8703E-03  2.5733E+00
  80  8  6 219 22    298.20      3.23    130.00      2.31    996.80   -999.99   -999.99    -22.60    0.1635       6.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    383.00     16.00   -999.99   3390.60  5.8696E-03  2.5730E+00
  80  8  6 219 23    298.10      2.37    139.80      5.39    996.80   -999.99   -999.99    -22.70    0.1814       5.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    384.00     15.90   -999.99   3407.30  5.8715E-03  2.5738E+00
  80  8  6 219 24    298.20      2.99    158.40      4.32    996.80   -999.99   -999.99    -28.10    0.3103       6.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    385.00     16.20   -999.99   3417.80  5.8696E-03  2.5730E+00
  80  8  7 220  1    297.90      3.06    168.70      3.43    996.80   -999.99   -999.99    -25.90    0.2703       6.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    385.00     16.00   -999.99   3417.00  5.8755E-03  2.5755E+00
  80  8  7 220  2    297.60      2.98    167.60      2.91    996.80   -999.99   -999.99    -32.60    0.2722       6.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    384.00     16.00   -999.99   3426.10  5.8814E-03  2.5781E+00
  80  8  7 220  3    297.00      3.16    177.80      4.79    996.70   -999.99   -999.99    -42.00    0.3539       6.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    384.00     16.00   -999.99   3407.80  5.8927E-03  2.5831E+00
  80  8  7 220  4    296.40      2.56    176.30      2.45    996.50   -999.99   -999.99    -41.70    0.3409       6.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    384.00     16.00   -999.99   3371.80  5.9034E-03  2.5878E+00
  80  8  7 220  5    295.70      2.41    171.60      3.95    996.80   -999.99   -999.99    -41.60    0.3979       6.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    384.00     16.00   -999.99   3372.70  5.9192E-03  2.5947E+00
  80  8  7 220  6    296.00      3.07    177.10      3.62    996.90   -999.99   -999.99     -9.80    0.3094       5.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    389.00     15.50   -999.99   3423.30  5.9138E-03  2.5923E+00
  80  8  7 220  7    297.60      3.54    193.50      6.56    997.10   -999.99   -999.99     97.40    0.0018       4.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    394.00     17.20   -999.99   3795.20  5.8832E-03  2.5789E+00
  80  8  7 220  8    299.60      3.16    229.30      9.18    997.40   -999.99   -999.99    172.90   -0.0007       3.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    393.00     17.00   -999.99   3909.40  5.8456E-03  2.5625E+00
  80  8  7 220  9    300.90      3.43    226.90      8.45    997.70   -999.99   -999.99    221.30   -0.1006       2.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    393.00     15.90   -999.99   3806.50  5.8221E-03  2.5522E+00
  80  8  7 220 10    300.20      3.10    180.80     17.59    997.60   -999.99   -999.99    151.90   -0.0082       2.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    394.00     14.70   -999.99   3627.40  5.8351E-03  2.5579E+00
  80  8  7 220 11    301.70      2.39    185.90     20.39    997.60   -999.99   -999.99    411.70   -0.3735       1.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    394.00     14.00   -999.99   3491.70  5.8061E-03  2.5451E+00
  80  8  7 220 12    304.00      1.89    312.50     63.00    997.70   -999.99   -999.99    510.60   -0.4032       1.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    395.00     15.60   -999.99   3892.60  5.7628E-03  2.5261E+00
  80  8  7 220 13    304.50      2.24    310.30     27.73    997.70   -999.99   -999.99    525.40   -0.3715       2.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    396.00     16.80   -999.99   4171.20  5.7533E-03  2.5220E+00
  80  8  7 220 14    304.90      2.01    311.90     27.30    997.20   -999.99   -999.99    557.70   -0.5539       2.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    397.00     17.00   -999.99   4235.50  5.7429E-03  2.5174E+00
  80  8  7 220 15    305.40      1.57    206.80     63.82    996.60   -999.99   -999.99    493.80   -0.3692       2.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    398.00     17.00   -999.99   4247.20  5.7300E-03  2.5118E+00
  80  8  7 220 16    305.20      2.88    165.10     10.97    995.90   -999.99   -999.99    389.90   -0.1558       3.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    397.00     17.00   -999.99   4253.60  5.7298E-03  2.5117E+00
  80  8  7 220 17    304.40      2.95    155.10      8.84    995.40   -999.99   -999.99    242.10   -0.0556       3.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    396.00     16.70   -999.99   4194.20  5.7419E-03  2.5170E+00
  80  8  7 220 18    303.60      1.62    131.70     12.30    995.40   -999.99   -999.99     84.20    0.1901       3.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    395.00     16.00   -999.99   4041.70  5.7571E-03  2.5236E+00
  80  8  7 220 19    302.20      1.98    143.60      6.86    995.30   -999.99   -999.99     -8.00    0.3101       4.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    395.00     16.00   -999.99   4030.80  5.7831E-03  2.5351E+00
  80  8  7 220 20    300.30      2.22    150.40     10.43    995.20   -999.99   -999.99    -39.60    0.6648       5.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    394.00     16.00   -999.99   4069.30  5.8192E-03  2.5509E+00
  80  8  7 220 21    299.10      2.55    158.70      3.65    995.50   -999.99   -999.99    -39.70    0.5983       6.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    394.00     16.00   -999.99   4064.20  5.8443E-03  2.5619E+00
  80  8  7 220 22    298.40      3.01    162.80      4.27    995.60   -999.99   -999.99    -41.60    0.4727       6.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    392.00     16.00   -999.99   4073.70  5.8586E-03  2.5681E+00
  80  8  7 220 23    298.30      2.82    178.00      6.22    995.60   -999.99   -999.99    -43.50    0.5868       6.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    392.00     16.00   -999.99   4140.70  5.8605E-03  2.5690E+00
  80  8  7 220 24    297.90      2.92    181.60      2.36    995.50   -999.99   -999.99    -43.50    0.5342       6.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    392.00     15.80   -999.99   4184.90  5.8678E-03  2.5722E+00
  80  8  8 221  1    297.10      2.71    190.80      3.90    994.90   -999.99   -999.99    -43.50    0.5365       6.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    394.00     15.00   -999.99   3985.20  5.8801E-03  2.5776E+00
  80  8  8 221  2    296.30      2.34    194.50      5.89    994.60   -999.99   -999.99    -42.00    0.5947       6.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    384.00     18.30   -999.99   4331.40  5.8942E-03  2.5837E+00
  80  8  8 221  3    295.80      2.17    193.20      3.75    994.30   -999.99   -999.99    -40.30    0.5603       6.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    381.00     19.80   -999.99   4650.80  5.9023E-03  2.5873E+00
  80  8  8 221  4    295.20      2.36    182.50      2.07    994.20   -999.99   -999.99    -43.60    0.4116       6.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    383.00     18.80   -999.99   4542.00  5.9137E-03  2.5923E+00
  80  8  8 221  5    295.30      2.21    194.80      1.62    994.20   -999.99   -999.99    -43.60    0.5857       6.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    376.00     20.30   -999.99   4691.30  5.9117E-03  2.5914E+00
  80  8  8 221  6    295.00      2.03    198.00      3.88    994.40   -999.99   -999.99    -15.20    0.3840       5.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    375.00     19.70   -999.99   4623.20  5.9189E-03  2.5946E+00
  80  8  8 221  7    296.80      2.62    208.10      6.20    994.90   -999.99   -999.99     98.20   -0.0342       4.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    378.00     19.00   -999.99   4289.00  5.8860E-03  2.5802E+00
  80  8  8 221  8    299.80      3.18    233.10      6.00    995.10   -999.99   -999.99    233.00   -0.1877       3.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    385.00     19.20   -999.99   4526.90  5.8283E-03  2.5549E+00
  80  8  8 221  9    302.00      3.80    247.90      5.38    995.40   -999.99   -999.99    369.50   -0.3258       2.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    391.00     20.00   -999.99   4552.40  5.7876E-03  2.5370E+00
  80  8  8 221 10    304.20      3.58    264.20      7.90    995.50   -999.99   -999.99    470.10   -0.2924       2.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    395.00     20.70   -999.99   4670.50  5.7463E-03  2.5189E+00
  80  8  8 221 11    305.70      3.72    273.30     10.58    995.30   -999.99   -999.99    545.70   -0.2747       2.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    399.00     24.00   -999.99   5397.90  5.7169E-03  2.5061E+00
  80  8  8 221 12    306.50      4.14    288.90     17.90    995.10   -999.99   -999.99    586.30   -0.3541       2.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    402.00     28.10   -999.99   6464.40  5.7009E-03  2.4990E+00
  80  8  8 221 13    307.00      4.14    302.50      7.02    994.70   -999.99   -999.99    585.80   -0.1944       2.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    404.00     26.00   -999.99   6376.80  5.6893E-03  2.4939E+00
  80  8  8 221 14    307.20      4.01    302.70      5.50    994.10   -999.99   -999.99    542.40   -0.0531       3.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    406.00     25.00   -999.99   6338.50  5.6822E-03  2.4908E+00
  80  8  8 221 15    307.60      3.39    286.20     16.28    993.60   -999.99   -999.99    475.70   -0.0068       2.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    405.00     28.80   -999.99   7359.30  5.6719E-03  2.4863E+00
  80  8  8 221 16    307.90      3.69    262.80     14.78    993.00   -999.99   -999.99    381.10    0.0298       3.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    413.00     34.30   -999.99   8797.80  5.6630E-03  2.4824E+00
  80  8  8 221 17    307.30      3.46    288.50     22.69    992.60   -999.99   -999.99    221.70    0.4309       3.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    421.00     36.40   -999.99   9192.50  5.6717E-03  2.4862E+00
  80  8  8 221 18    306.60      2.20    299.20      9.54    992.50   -999.99   -999.99    105.30    1.0150       4.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    424.00     35.50   -999.99   8878.40  5.6841E-03  2.4917E+00
  80  8  8 221 19    305.00      0.92    160.50     76.14    992.50   -999.99   -999.99     -7.60    1.1650       3.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    424.00     34.60   -999.99   8607.70  5.7139E-03  2.5047E+00
  80  8  8 221 20    302.60      0.78    140.20     29.06    992.80   -999.99   -999.99    -36.10    1.9450       4.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    422.00     33.90   -999.99   8489.40  5.7610E-03  2.5254E+00
  80  8  8 221 21    301.30      0.69    149.00     51.23    993.10   -999.99   -999.99    -39.20    1.9780       5.0  -999.990  -999.990   -999.99   -999.99   -999.99   -999.99   -999.99    422.00     34.70   -999.99   8630.20  5.7876E-03  2.5370E+00
